book_authors,book_desc,book_edition,book_format,book_isbn,book_pages,book_rating,book_rating_count,book_review_count,book_title,genres,image_url
Cassandra Clare,"Danger and betrayal, love and loss, secrets and enchantment are woven together in the breathtaking finale to the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series.THE INFERNAL DEVICES WILL NEVER STOP COMINGA net of shadows begins to tighten around the Shadowhunters of the London Institute. Mortmain plans to use his Infernal Devices, an army of pitiless automatons, to destroy the Shadowhunters. He needs only one last item to complete his plan: he needs Tessa Gray.Charlotte Branwell, head of the London Institute, is desperate to find Mortmain before he strikes. But when Mortmain abducts Tessa, the boys who lay equal claim to her heart, Jem and Will, will do anything to save her. For though Tessa and Jem are now engaged, Will is as much in love with her as ever.As those who love Tessa rally to rescue her from Mortmain’s clutches, Tessa realizes that the only person who can save her is herself. But can a single girl, even one who can command the power of angels, face down an entire army?Danger and betrayal, secrets and enchantment, and the tangled threads of love and loss intertwine as the Shadowhunters are pushed to the very brink of destruction in the breathtaking conclusion to the Infernal Devices trilogy.",,Paperback,9.78E+12,567 pages,4.59,277242,25357,Clockwork Princess,Fantasy,https://images.gr-assets.com/books/1436788488l/18335634.jpg
Rick Riordan,"The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment. In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come.",,Hardcover,9.78E+12,279 pages,4.24,613354,22330,The Sea of Monsters,Mythology,https://images.gr-assets.com/books/1400602661l/28186.jpg
Dr. Seuss,"In this joyous ode to life, Dr. Seuss addresses graduates of all ages, from nursery school to medical school, and gives them the get-up-and-go to move mountains with the unrivaled exuberance and charm that have made Dr. Seuss's books favorites for years.",,Hardcover,9.78E+12,44 pages,4.35,281184,4471,"Oh, The Places You'll Go!",Children,https://images.gr-assets.com/books/1421708635l/191139.jpg
Gustave Flaubert|Malcolm Bowie|Margaret Mauldon|Mark Overstall,"Madame Bovary is the debut novel of French writer Gustave Flaubert, published in 1856. The character lives beyond her means in order to escape the banalities and emptiness of provincial life.When the novel was first serialized in La Revue de Paris between 1 October 1856 and 15 December 1856, public prosecutors attacked the novel for obscenity. The resulting trial in January 1857 made the story notorious. After Flaubert's acquittal on 7 February 1857, Madame Bovary became a bestseller in April 1857 when it was published in two volumes. A seminal work of literary realism, the novel is now considered Flaubert's masterpiece, and one of the most influential literary works in history.",Oxford World's Classics,Paperback,9.78E+12,329 pages,3.66,209654,8610,Madame Bovary,France,https://images.gr-assets.com/books/1335676143l/2175.jpg
Stieg Larsson|Reg Keeland,"The ExposeMillennium publisher Mikael Blomkvist has made his reputation exposing corrupt establishment figures. So when a young journalist approaches him with an investigation into sex trafficking, Blomkvist cannot resist waging war on the powerful figures who control this lucrative industry.The MurderWhen a young couple are found dead in their Stockholm apartment, it's a straightforward job for Inspector Bublanski and his team. The killer left the weapon at the scene - and the fingerprints on the gun point to only one direction.The Girl Who Played with FireEx-security analyst Lisbeth Salander is wanted for murder. Her history of unpredictable and vengeful behavior makes her an official danger to society - but no-one can find her. The only way Salander can be reached is by computer. But she can break into almost any network she chooses...",First US Edition,Hardcover,9.78E+12,503 pages,4.23,717071,32496,The Girl Who Played with Fire,Crime,https://images.gr-assets.com/books/1351778881l/5060378.jpg
Katherine Paterson,"Jess Aarons' greatest ambition is to be the fastest runner in his grade. He's been practicing all summer and can't wait to see his classmates' faces when he beats them all. But on the first day of school, a new girl boldly crosses over to the boys' side and outruns everyone.That's not a very promising beginning for a friendship, but Jess and Leslie Burke become inseparable. Together they create Terabithia, a magical kingdom in the woods where the two of them reign as king and queen, and their imaginations set the only limits.",,Paperback,9.78E+12,128 pages,3.98,384779,10445,Bridge to Terabithia,Fantasy,https://images.gr-assets.com/books/1327880087l/2839.jpg
Rick Riordan,"It's not everyday you find yourself in combat with a half-lion, half-human.But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster.Oh, and guess what? The Oracle has predicted that not all of us will survive...",,Paperback,9.78E+12,320 pages,4.34,562627,17182,The Titan's Curse,Fantasy,https://images.gr-assets.com/books/1361038385l/561456.jpg
Suzanne Collins,"The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in a beautiful boxset edition. Stunning, gripping, and powerful. The trilogy is now complete!",,Hardcover,9.78E+12,1155 pages,4.48,171023,6616,The Hunger Games Trilogy Boxset,Science Fiction,https://images.gr-assets.com/books/1360094673l/7938275.jpg
E.L. James,"When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms. Shocked yet thrilled by Grey’s singular erotic tastes, Ana hesitates. For all the trappings of success—his multinational businesses, his vast wealth, his loving family—Grey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Grey’s secrets and explores her own dark desires.Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.This book is intended for mature audiences.",,ebook,9.78E+12,356 pages,3.66,1602670,77053,Fifty Shades of Grey,Romance,https://images.gr-assets.com/books/1385207843l/10818853.jpg
Charles Dickens|Philip Horne|George Cruikshank,"Named a ""national institution"" by George Orwell, Dickens offers his most popular tale, of the orphan who is reared in a workhouse and runs away to London-a novel of social protest, a morality tale, and a detective story.",Penguin Classics,Paperback,9.78E+12,608 pages,3.85,277586,6021,Oliver Twist,Historical Fiction,https://images.gr-assets.com/books/1327868529l/18254.jpg
Jean M. Auel,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel's magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza's way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.",,Mass Market Paperback,9.78E+12,512 pages,4.03,200505,5652,The Clan of the Cave Bear,Prehistoric,https://images.gr-assets.com/books/1385331302l/1295.jpg
